,RecipientEntityKey,RecipientEntityID,EntityPrefix,EntityType,RecipientName,IsNotRegistered,DoNotUse,IsDissolved,FullName,LastName,FirstName,MiddleInitial,RecipientAddress,RecipientCity,RecipientState,RecipientZip,IsContributingEntity,IsRecipientEntity,SupportCandidateEntityKey,IsCurrentExecutiveBranch,ContributorTypeGroup,ContributorTypeGroupDesc
2422,32844,99CAC00530,CAC,Candidate Committee,PATRICK LEAHY FOR METRO COLLEGE,,,1.0,,,,,16528 SPRING CIRCLE,,,681302040,,1,48644,False,PCB,"Party, Candidate or Ballot Question Commitee"
2423,32845,99CAC00531,CAC,Candidate Committee,GARDNER FOR NRD COMMITTEE,,,,,,,,13911 MANDERSON PLZ. #208,OMAHA,NE,68164,,1,48647,False,PCB,"Party, Candidate or Ballot Question Commitee"
2424,32846,99CAC00535,CAC,Candidate Committee,WERNER FOR CITY COUNCIL,,,,,,,,PO BOX 67092,LINCOLN,NE,68506,1.0,1,48676,False,PCB,"Party, Candidate or Ballot Question Commitee"
2425,32849,99CAC00539,CAC,Candidate Committee,FRIENDS SUPPORTING BOB WHITEHOUSE (2000 DISSOLVED),,,,,,,,1103 MACKENSEY DRIVE,PAPILLION,NE,68046,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
2426,32850,99CAC00540,CAC,Candidate Committee,LIZ KARNES FOR REGENT,,,,,,,,308 SOUTH 93RD STREET,OMAHA,NE,68114,,1,43361,False,PCB,"Party, Candidate or Ballot Question Commitee"
2427,32851,99CAC00541,CAC,Candidate Committee,BRIGGS FOR CITY COUNCIL,,,,,,,,1421 S. 26TH STREET,LINCOLN,NE,68502,,1,48669,False,PCB,"Party, Candidate or Ballot Question Commitee"
2428,32852,99CAC00542,CAC,Candidate Committee,FRIENDT FOR OUR FUTURE,,,,,,,,3433 CAPE CHARLES RD W,LINCOLN,NE,68516,1.0,1,48670,False,PCB,"Party, Candidate or Ballot Question Commitee"
2429,32853,99CAC00543,CAC,Candidate Committee,MAGID FOR CITY COUNCIL,,,1.0,,,,,"11426 DAVENPORT STREET, SUITE B",OMAHA,NE,68154,1.0,1,48657,False,PCB,"Party, Candidate or Ballot Question Commitee"
2430,32854,99CAC00544,CAC,Candidate Committee,COMMITTEE TO ELECT JIM VOKAL,,,,,,,,8815 F STREET,OMAHA,NE,68127,1.0,1,48656,False,PCB,"Party, Candidate or Ballot Question Commitee"
2431,32855,99CAC00545,CAC,Candidate Committee,JON CARLSON FOR CITY COUNCIL,,,,,,,,1445 S 20TH STREET,LINCOLN,NE,68502,1.0,1,48673,False,PCB,"Party, Candidate or Ballot Question Commitee"
2432,32856,99CAC00546,CAC,Candidate Committee,PRETTYMAN FOR SCHOOL BOARD,,,,,,,,"301 S. 13TH ST, SUITE 500",LINCOLN,NE,68508,,1,48686,False,PCB,"Party, Candidate or Ballot Question Commitee"
2433,32857,99CAC00547,CAC,Candidate Committee,THE COMMITTEE TO ELECT CHUCK SIGERSON,,,,,,,,4620 SOUTH 143RD STREET,OMAHA,NE,68137,1.0,1,48684,False,PCB,"Party, Candidate or Ballot Question Commitee"
2434,32858,99CAC00548,CAC,Candidate Committee,DAN WELCH FOR CITY COUNCIL,,,,,,,,"1299 FARNAM ST, STE 1220",,,68102,1.0,1,48672,False,PCB,"Party, Candidate or Ballot Question Commitee"
2435,32859,99CAC00549,CAC,Candidate Committee,LANGDON FOR CITY COUNCIL,,,,,,,,6808 FOREST LAKE BLVD.,LINCOLN,NE,68516,1.0,1,48687,False,PCB,"Party, Candidate or Ballot Question Commitee"
2436,32860,99CAC00550,CAC,Candidate Committee,SIVICK FOR CITY COUNCIL,,,,,,,,923 BAXTER ST.,ST. PAUL,NE,68873,1.0,1,46929,False,PCB,"Party, Candidate or Ballot Question Commitee"
2437,32862,99CAC00552,CAC,Candidate Committee,CITIZENS FOR GERNANDT,,,,,,,,1702 ONTARIO ST,OMAHA,NE,68108,1.0,1,48654,False,PCB,"Party, Candidate or Ballot Question Commitee"
2438,32863,99CAC00553,CAC,Candidate Committee,GALE FOR SECRETARY OF STATE,,,,,,,,101 SO. CHESTNUT STREET,NORTH PLATTE,NE,69101,1.0,1,48682,False,PCB,"Party, Candidate or Ballot Question Commitee"
2439,32864,99CAC00554,CAC,Candidate Committee,ZOZ FOR COUNTY COMMISSIONER,,,,,,,,6730 S. 42ND STREET,LINCOLN,NE,68516,,1,48695,False,PCB,"Party, Candidate or Ballot Question Commitee"
2440,32865,99CAC00555,CAC,Candidate Committee,COMMITTEE TO ELECT BOB DEMPSEY FOR CITY COUNCIL,,,,,,,,10842 JOHN GALT BLVD.,OMAHA,NE,68137,,1,48662,False,PCB,"Party, Candidate or Ballot Question Commitee"
2441,32866,99CAC00556,CAC,Candidate Committee,COLEMAN FOR COUNCIL,,,,,,,,3257 S STREET,LINCOLN,NE,68503,,1,48694,False,PCB,"Party, Candidate or Ballot Question Commitee"
2442,32867,99CAC00557,CAC,Candidate Committee,DANEK FOR DISTRICT #1,,,,,,,,4261 KNOX STREET,LINCOLN,NE,68504,1.0,1,48712,False,PCB,"Party, Candidate or Ballot Question Commitee"
2443,32868,99CAC00558,CAC,Candidate Committee,PILLER FOR OMAHA CITY COUNCIL,,,1.0,,,,,102 NORTH 55TH STREET,OMAHA,NE,68132,,1,43465,False,PCB,"Party, Candidate or Ballot Question Commitee"
2444,32869,99CAC00559,CAC,Candidate Committee,COMMITTEE TO ELECT COIT FOR COUNCIL,,,,,,,,2560 NEWPORT AVE,OMAHA,NE,68112,1.0,1,48681,False,PCB,"Party, Candidate or Ballot Question Commitee"
2445,32870,99CAC00560,CAC,Candidate Committee,MAYHEW FOR SCHOOL BOARD,,,,,,,,5041 S. 30TH,LINCOLN,NE,68516,,1,48746,False,PCB,"Party, Candidate or Ballot Question Commitee"
2446,32871,99CAC00561,CAC,Candidate Committee,NOLAN FOR SCHOOL BOARD,,,,,,,,122 N 11TH STE 200,LINCOLN,NE,68508,,1,48747,False,PCB,"Party, Candidate or Ballot Question Commitee"
2447,32872,99CAC00562,CAC,Candidate Committee,BRUNING FOR ATTORNEY GENERAL (NOW GOVERNOR),,,,,,,,P O BOX 83527,LINCOLN,NE,68501,1.0,1,43329,False,PCB,"Party, Candidate or Ballot Question Commitee"
2448,32873,99CAC00563,CAC,Candidate Committee,DREILING FOR STATE TREASURER,,,,,,,,2609 LEIGH LN,PAPILLION,NE,68133,1.0,1,48758,False,PCB,"Party, Candidate or Ballot Question Commitee"
2449,32874,99CAC00564,CAC,Candidate Committee,BRAD KUIPER FOR STATE TREASURER,,,1.0,,,,,405 DEVONSHIRE DR,GRETNA,NE,68028,,1,48767,False,PCB,"Party, Candidate or Ballot Question Commitee"
2450,32875,99CAC00565,CAC,Candidate Committee,MINES FOR LEGISLATURE,,,,,,,,"11404 WEST DODGE RD, STE 700",OMAHA,NE,68154,1.0,1,43379,False,PCB,"Party, Candidate or Ballot Question Commitee"
2451,32876,99CAC00567,CAC,Candidate Committee,CHRISTIANSEN FOR SHERIFF,,,1.0,,,,,2232 N 127TH CR,OMAHA,NE,68164,1.0,1,48770,False,PCB,"Party, Candidate or Ballot Question Commitee"
2452,32877,99CAC00568,CAC,Candidate Committee,TAXPAYERS FOR MILLS (2002),,,,,,,,5146 PINE ST,OMAHA,NE,68106,,1,43283,False,PCB,"Party, Candidate or Ballot Question Commitee"
2453,32878,99CAC00569,CAC,Candidate Committee,VICKIE MCDONALD FOR LEGISLATURE,,,1.0,,,,,PO BOX 76 RT 2 BOX 99,BOELUS,NE,68820,,1,48762,False,PCB,"Party, Candidate or Ballot Question Commitee"
2454,32879,99CAC00570,CAC,Candidate Committee,COMMITTEE TO RETAIN LEE POLIKOV COUNTY ATTORNEY,,,,,,,,1246 GOLDEN GATE DR,PAPILLION,NE,68046,,1,48567,False,PCB,"Party, Candidate or Ballot Question Commitee"
2455,32880,99CAC00571,CAC,Candidate Committee,MEISTER FOR ATTORNEY GENERAL,,,1.0,,,,,2426 THIRD AVE,SCOTTSBLUFF,NE,69361,1.0,1,48804,False,PCB,"Party, Candidate or Ballot Question Commitee"
2456,32881,99CAC00572,CAC,Candidate Committee,JERRY SCHMITT LEGISLATIVE COMMITTEE,,,,,,,,1ST & C ST PO BOX 6,NORTH LOUP,NE,68859,,1,45883,False,PCB,"Party, Candidate or Ballot Question Commitee"
2457,32882,99CAC00574,CAC,Candidate Committee,KOVARIK FOR LEGISLATURE,,,,,,,,620 S. 35TH ST. # 12,OMAHA,NE,68105,1.0,1,48833,False,PCB,"Party, Candidate or Ballot Question Commitee"
2458,32883,99CAC00576,CAC,Candidate Committee,CITIZENS FOR TAMI ROBINSON,,,1.0,,,,,2622 NOTTINGHAM COURT,LINCOLN,NE,68512,,1,48683,False,PCB,"Party, Candidate or Ballot Question Commitee"
2459,32884,99CAC00577,CAC,Candidate Committee,COMMITTEE TO ELECT MIKE LEAHY,,,1.0,,,,,11945 MIRACLE HILLS DR #21,OMAHA,NE,68154,1.0,1,48850,False,PCB,"Party, Candidate or Ballot Question Commitee"
2460,32885,99CAC00578,CAC,Candidate Committee,SCHORR FOR COUNTY COMMISSIONER,,,,,,,,6730 HICKORY CREST CIR,LINCOLN,NE,68516,1.0,1,48872,False,PCB,"Party, Candidate or Ballot Question Commitee"
2461,32886,99CAC00579,CAC,Candidate Committee,MIKE FRIEND FOR LEGISLATURE,,,,,,,,8990 WEST DODGE RD #220,OMAHA,NE,68114,1.0,1,48836,False,PCB,"Party, Candidate or Ballot Question Commitee"
2462,32887,99CAC00580,CAC,Candidate Committee,BYRD FOR STATE TREASURER,,,,,,,,8237 COUNTY RD 13,,,68002-0000,,1,47457,False,PCB,"Party, Candidate or Ballot Question Commitee"
2463,32888,99CAC00581,CAC,Candidate Committee,STORMY FOR GOVERNOR CAMPAIGN COMMITTEE,,,1.0,,,,,"451 S. 16TH STREET, #211",BLAIR,NE,68008,1.0,1,43455,False,PCB,"Party, Candidate or Ballot Question Commitee"
2464,32889,99CAC00582,CAC,Candidate Committee,HOWARD HAWKS FOR REGENT,,,,,,,,14302 FNB PARKWAY,OMAHA,NE,68154,,1,49002,False,PCB,"Party, Candidate or Ballot Question Commitee"
2465,32890,99CAC00583,CAC,Candidate Committee,TONY OJEDA FOR LEGISLATURE,,,,,,,,6211 O ST STE B,LINCOLN,NE,68510,,1,48865,False,PCB,"Party, Candidate or Ballot Question Commitee"
2466,32891,99CAC00584,CAC,Candidate Committee,SYNOWIECKI FOR LEGISLATURE,,,1.0,,,,,2451 S 27TH AVE,OMAHA,NE,68105,1.0,1,48943,False,PCB,"Party, Candidate or Ballot Question Commitee"
2467,32892,99CAC00585,CAC,Candidate Committee,COMMITTEE TO RE-ELECT JERRY RYAN,,,,,,,,113 MARTIN DR,BELLEVUE,NE,68005,,1,43439,False,PCB,"Party, Candidate or Ballot Question Commitee"
2468,32893,99CAC00586,CAC,Candidate Committee,WILKEN FOR STATE AUDITOR COMMITTEE,,,,,,,,5010 CHARLES ST,OMAHA,NE,68132,1.0,1,49101,False,PCB,"Party, Candidate or Ballot Question Commitee"
2469,32894,99CAC00587,CAC,Candidate Committee,AGENA FOR COUNTY ASSESSOR / REGISTER OF DEEDS,,,1.0,,,,,6901 FOREST LAKE BLVD,LINCOLN,NE,68516,,1,45343,False,PCB,"Party, Candidate or Ballot Question Commitee"
2470,32895,99CAC00588,CAC,Candidate Committee,TOM BAKER FOR DISTRICT #66 SCHOOL BOARD,,,1.0,,,,,207 NORTH 92ND STREET,OMAHA,NE,68114,,1,49253,False,PCB,"Party, Candidate or Ballot Question Commitee"
2471,32896,99CAC00589,CAC,Candidate Committee,ROBIN HENDRICKSEN FOR COUNTY ASSESSOR,,,,,,,,2401 NANCY DR,LINCOLN,NE,68507,,1,49051,False,PCB,"Party, Candidate or Ballot Question Commitee"
2472,32897,99CAC00590,CAC,Candidate Committee,JERRY VAP FOR PUBLIC SERVICE COMMISSION,,,,,,,,1302 NORRIS AVE,MCCOOK,NE,69001,1.0,1,48761,False,PCB,"Party, Candidate or Ballot Question Commitee"
2473,32898,99CAC00591,CAC,Candidate Committee,COMMITTEE TO ELECT DON BRUNKEN,,,,,,,,17127 WEIR ST,OMAHA,NE,68135,,1,49182,False,PCB,"Party, Candidate or Ballot Question Commitee"
2474,32899,99CAC00592,CAC,Candidate Committee,SUE KIRKLAND FOR CLERK OF THE DISTRICT COURT,,,,,,,,3006 SAN AGUSTIN DRIVE,LINCOLN,NE,68516,,1,46163,False,PCB,"Party, Candidate or Ballot Question Commitee"
2475,32900,99CAC00593,CAC,Candidate Committee,JAY VAVRICEK FOR MAYOR (GRAND ISLAND),,,1.0,,,,,2729 BRENTWOOD BLVD,GRAND ISLAND,NE,68801,,1,49299,False,PCB,"Party, Candidate or Ballot Question Commitee"
2476,32901,99CAC00594,CAC,Candidate Committee,DAVE BIBA FOR LEGISLATURE DISTRICT 32,,,,,,,,321 S MAIN STS PO BOX 905,WILBER,NE,68465,,1,48962,False,PCB,"Party, Candidate or Ballot Question Commitee"
2477,32902,99CAC00595,CAC,Candidate Committee,ELECT CAROL KREMER CLERK OF DIST COURT,,,,,,,,1009 WOODVIEW DRIVE,PAPILLION,NE,68046,,1,49322,False,PCB,"Party, Candidate or Ballot Question Commitee"
2478,32903,99CAC00596,CAC,Candidate Committee,CAMPAIGN TO ELECT DR ROBERT J WICHT GOVERNOR,,,1.0,,,,,470 FRIEND RD.,ST. LIBORY,NE,68872,,1,48798,False,PCB,"Party, Candidate or Ballot Question Commitee"
2479,32904,99CAC00597,CAC,Candidate Committee,JOE HIGGINS FOR STATE BOARD OF EDUCATION,,,,,,,,5065 S 107TH ST,OMAHA,NE,68127,1.0,1,46701,False,PCB,"Party, Candidate or Ballot Question Commitee"
2480,32905,99CAC00598,CAC,Candidate Committee,IMES FOR EDUCATION,,,,,,,,1850 20TH ST,GERING,NE,69341,,1,48972,False,PCB,"Party, Candidate or Ballot Question Commitee"
2481,32906,99CAC00599,CAC,Candidate Committee,KOILE FOR LEGISLATURE,,,,,,,,10409 WASHINGTON DR,OMAHA,NE,68127,,1,49128,False,PCB,"Party, Candidate or Ballot Question Commitee"
2482,32907,99CAC00600,CAC,Candidate Committee,DONNIE THORSON FOR SHERIFF COMMITTEE,,,,,,,,806 EAST KNOLLS ST,NORFOLK,NE,68701,,1,48892,False,PCB,"Party, Candidate or Ballot Question Commitee"
2483,32908,99CAC00601,CAC,Candidate Committee,MURRAY FOR MAYOR,,,,,,,,511 WEST 5TH,GRAND ISLAND,NE,68801,,1,43287,False,PCB,"Party, Candidate or Ballot Question Commitee"
2484,32909,99CAC00602,CAC,Candidate Committee,FRIENDS FOR COMBS,,,1.0,,,,,PO BOX 306,MILLIGAN,NE,68406,,1,48905,False,PCB,"Party, Candidate or Ballot Question Commitee"
2485,32910,99CAC00603,CAC,Candidate Committee,STEVENS FOR COMMISSIONER,,,,,,,,3411 HANSON CT,LINCOLN,NE,68502,,1,48754,False,PCB,"Party, Candidate or Ballot Question Commitee"
2486,32911,99CAC00604,CAC,Candidate Committee,COMMITTEE TO ELECT REJEAN JAKSICH CLERK OF DIST CT,,,,,,,,490 CHESTNUT,SPRINGFIELD,NE,68059,,1,48900,False,PCB,"Party, Candidate or Ballot Question Commitee"
2487,32912,99CAC00605,CAC,Candidate Committee,PEOPLE FOR PENDRELL,,,,,,,,6712 PACIFIC ST,OMAHA,NE,68106,1.0,1,48957,False,PCB,"Party, Candidate or Ballot Question Commitee"
2488,32913,99CAC00606,CAC,Candidate Committee,NANCY JACOBSON FOR OMAHA PUBLIC SCHOOL BOARD,,,1.0,,,,,12906 HAMILTON ST,OMAHA,NE,68154,,1,49341,False,PCB,"Party, Candidate or Ballot Question Commitee"
2489,32914,99CAC00607,CAC,Candidate Committee,HADLEY FOR COUNCIL,,,1.0,,,,,3112 COUNTRY CLUB LN,KEARNEY,NE,68845,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
2490,32915,99CAC00608,CAC,Candidate Committee,FRED HLAVA FOR THE 49TH,,,,,,,,PO BOX 447,CHADRON,NE,69337,,1,44552,False,PCB,"Party, Candidate or Ballot Question Commitee"
2491,32916,99CAC00609,CAC,Candidate Committee,TIM CAVANAUGH FOR MUD,,,,,,,,2677 S. 191 CIRCLE,OMAHA,NE,68130,1.0,1,49484,False,PCB,"Party, Candidate or Ballot Question Commitee"
2492,32917,99CAC00610,CAC,Candidate Committee,HAHN FOR COUNTY COMMISSIONER,,,1.0,,,,,128 N 13TH #205,LINCOLN,NE,68508,,1,43269,False,PCB,"Party, Candidate or Ballot Question Commitee"
2493,32918,99CAC00611,CAC,Candidate Committee,LIGHTNER FOR NRD,,,,,,,,7421 OSAGE CT,LINCOLN,NE,68506,,1,43378,False,PCB,"Party, Candidate or Ballot Question Commitee"
2494,32919,99CAC00612,CAC,Candidate Committee,CAMPAIGN FOR GROLLMES,,,1.0,,,,,4809 S 47TH,OMAHA,NE,68117,1.0,1,49483,False,PCB,"Party, Candidate or Ballot Question Commitee"
2495,32920,99CAC00613,CAC,Candidate Committee,NE VOTERS FOR SUSTAINABLE ENERGY,,,1.0,,,,,3719 HAMILTON,OMAHA,NE,68131,,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
2496,32921,99CAC00614,CAC,Candidate Committee,JAY STODDARD FOR SECRETARY OF STATE,,,,,,,,1810 W CHARLES ST,GRAND ISLAND,NE,68803,,1,47672,False,PCB,"Party, Candidate or Ballot Question Commitee"
2497,32922,99CAC00615,CAC,Candidate Committee,RE-ELECT KUNCL,,,1.0,,,,,3354 PERSHING RD,COLUMBUS,NE,68601,,1,44741,False,PCB,"Party, Candidate or Ballot Question Commitee"
2498,32923,99CAC00616,CAC,Candidate Committee,SCOTT WALTERS FOR CASS COUNTY SHERIFF,,,1.0,,,,,2401 SOUTH 78TH STREET,LINCOLN,NE,68506,,1,48779,False,PCB,"Party, Candidate or Ballot Question Commitee"
2499,32924,99CAC00617,CAC,Candidate Committee,BRICE SULLIVAN FOR LEGISLATURE (DIST #26),,,1.0,,,,,841 SANTA MONICA AVE,LINCOLN,NE,68504,,1,48917,False,PCB,"Party, Candidate or Ballot Question Commitee"
2500,32925,99CAC00618,CAC,Candidate Committee,LOUDEN FOR LEGISLATURE,,,,,,,,PO BOX 100,ELLSWORTH,NE,69340,,1,49373,False,PCB,"Party, Candidate or Ballot Question Commitee"
2501,32926,99CAC00619,CAC,Candidate Committee,ARNOLD STUTHMAN CAMPAIGN FUND,,,1.0,,,,,24160 310TH ST,PLATTE CENTER,NE,68653,1.0,1,46458,False,PCB,"Party, Candidate or Ballot Question Commitee"
2502,32927,99CAC00620,CAC,Candidate Committee,ANNE MCGUIRE FOR OPPD,,,,,,,,200 SOUTH 31ST AVE #4600,OMAHA,NE,68131,1.0,1,46952,False,PCB,"Party, Candidate or Ballot Question Commitee"
2503,32928,99CAC00621,CAC,Candidate Committee,MARTINEZ FOR SCHOOL BOARD,,,,,,,,4530 T ST,OMAHA,NE,68117,1.0,1,49396,False,PCB,"Party, Candidate or Ballot Question Commitee"
2504,32929,99CAC00622,CAC,Candidate Committee,KATHY WILMOT FOR STATE BOARD OF EDUCATION (2002),,,,,,,,PO BOX 305   607 DANIELS,HAYES CENTER,NE,69032,,1,46481,False,PCB,"Party, Candidate or Ballot Question Commitee"
2505,32930,99CAC00623,CAC,Candidate Committee,JOEL JOHNSON FOR LEGISLATURE (DIST #37),,,1.0,,,,,322 W 39TH ST,KEARNEY,NE,68845,1.0,1,49348,False,PCB,"Party, Candidate or Ballot Question Commitee"
2506,32931,99CAC00624,CAC,Candidate Committee,SCOTT SCHEIERMAN FOR LEGISLATURE,,,,,,,,2231 RD 314,SUTTON,NE,68979,,1,48435,False,PCB,"Party, Candidate or Ballot Question Commitee"
2507,32932,99CAC00625,CAC,Candidate Committee,MEDCALF FOR COUNTY CLERK (2002),,,1.0,,,,,1611 BUCKINGHAM DRIVE,LINCOLN,NE,68506,,1,43282,False,PCB,"Party, Candidate or Ballot Question Commitee"
2508,32933,99CAC00626,CAC,Candidate Committee,MEYER FOR EDUCATION COMMITTEE,,,,,,,,1580 HWY 281,ST. PAUL,NE,68873,,1,48281,False,PCB,"Party, Candidate or Ballot Question Commitee"
2509,32934,99CAC00627,CAC,Candidate Committee,CAROLYN T. GREEN CAMPAIGN,,,1.0,,,,,5401 LARIMORE AVE,OMAHA,NE,68104,,1,49399,False,PCB,"Party, Candidate or Ballot Question Commitee"
2510,32935,99CAC00628,CAC,Candidate Committee,ROSBERG FOR GOVERNOR,,,,,,,,87288 343 AVE,WAUSA,NE,68786,,1,48936,False,PCB,"Party, Candidate or Ballot Question Commitee"
2511,32936,99CAC00629,CAC,Candidate Committee,JAMES BLINN FOR MAYOR,,,,,,,,117 N. JEFFERSON STREET,PAPILLION,NE,68046,,1,49400,False,PCB,"Party, Candidate or Ballot Question Commitee"
2512,32937,99CAC00630,CAC,Candidate Committee,KRATKY SCHOOL BOARD COMMITTEE,,,1.0,,,,,1204 N. 101ST CIR,OMAHA,NE,68114,,1,43373,False,PCB,"Party, Candidate or Ballot Question Commitee"
2513,32938,99CAC00632,CAC,Candidate Committee,NANCY WAITE FOR CITY COUNCIL,,,,,,,,P.O. BOX 38-116 NORTH DEWEY STREETNORTH PLATTEE,NORTH PLATTE,NE,69101,,1,49406,False,PCB,"Party, Candidate or Ballot Question Commitee"
2514,32940,99CAC00634,CAC,Candidate Committee,JOHN STRAWN FOR CITY COUNCIL,,,,,,,,316 PIERCE STREET,PAPILLION,NE,68046,,1,49411,False,PCB,"Party, Candidate or Ballot Question Commitee"
2515,32941,99CAC00635,CAC,Candidate Committee,STRAND FOR CITY COUNCIL,,,,,,,,"233 SOUTH 13TH STREET, STE 800",LINCOLN,NE,68508,,1,49413,False,PCB,"Party, Candidate or Ballot Question Commitee"
2516,32942,99CAC00636,CAC,Candidate Committee,RAY MOSSEY FOR LEGISLATURE,,,,,,,,1727 SCARBOROUGH DRIVE,BELLEVUE,NE,68123,,1,49410,False,PCB,"Party, Candidate or Ballot Question Commitee"
2517,32943,99CAC00637,CAC,Candidate Committee,MESSMAN FOR COUNTY CLERK,,,,,,,,1206 22ND ST,AURORA,NE,68818,,1,48775,False,PCB,"Party, Candidate or Ballot Question Commitee"
2518,32944,99CAC00639,CAC,Candidate Committee,NEWMAN FOR COUNCIL,,,1.0,,,,,935 ROBERT RD,LINCOLN,NE,68510,1.0,1,48230,False,PCB,"Party, Candidate or Ballot Question Commitee"
2519,32945,99CAC00640,CAC,Candidate Committee,DONALDSON FOR CITY COUNCIL,,,1.0,,,,,1101 CORNHUSKER HWY,LINCOLN,NE,68521,,1,46103,False,PCB,"Party, Candidate or Ballot Question Commitee"
2520,32946,99CAC00641,CAC,Candidate Committee,BECK FOR CITY COUNCIL,,,,,,,,524 SAILSIDE DR,LINCOLN,NE,68528,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
2521,32947,99CAC00642,CAC,Candidate Committee,SENG FOR MAYOR,,,,,,,,2801 CORNHUSKER HWY C/O RICK HOPPE,LINCOLN,NE,68503,1.0,1,43251,False,PCB,"Party, Candidate or Ballot Question Commitee"
2522,32948,99CAC00643,CAC,Candidate Committee,KEVIN JOHNSON FOR CITY COUNCIL COMMITTEE,,,1.0,,,,,1832 PINEDALE AVE,LINCOLN,NE,68506,,1,49424,False,PCB,"Party, Candidate or Ballot Question Commitee"
2523,32949,99CAC00645,CAC,Candidate Committee,PAT SHANNON FOR LEGISLATURE COMMITTEE,,,,,,,,3417 EAST DUTCHMAN CIRCLE,BELLEVUE,NE,68123,,1,49479,False,PCB,"Party, Candidate or Ballot Question Commitee"
2524,32950,99CAC00646,CAC,Candidate Committee,COMMITTEE TO ELECT STU DORNAN,,,,,,,,15426 WEST CENTER ROAD,OMAHA,NE,68144,1.0,1,48564,False,PCB,"Party, Candidate or Ballot Question Commitee"
2525,32951,99CAC00647,CAC,Candidate Committee,MIKE FLOOD FOR LEGISLATURE(NOW MIKE FLOOD FOR NE),,,,,,,,"214 N,. 7TH ST, STE. 1",NORFOLK,NE,68701,1.0,1,49499,False,PCB,"Party, Candidate or Ballot Question Commitee"
2526,32952,99CAC00648,CAC,Candidate Committee,FISCHER FOR LEGISLATURE,,,,,,,,38593 FISCHER ROAD,VALENTINE,NE,69201,1.0,1,48462,False,PCB,"Party, Candidate or Ballot Question Commitee"
2527,32953,99CAC00651,CAC,Candidate Committee,NEBRASKANS FOR NABITY (FOR GOVERNOR),,,,,,,,"9802 NICHOLAS ST, SUITE 105",OMAHA,NE,68114,1.0,1,-10,False,PCB,"Party, Candidate or Ballot Question Commitee"
2528,32954,99CAC00652,CAC,Candidate Committee,ZEIGER FOR LEGISLATURE,,,,,,,,"379 MAIN ST, PO BOX 8",UNADILLA,NE,68454,,1,49524,False,PCB,"Party, Candidate or Ballot Question Commitee"
2529,32955,99CAC00654,CAC,Candidate Committee,ARGANBRIGHT FOR LEGISLATURE,,,1.0,,,,,BOX 67 - DESIRAE DRIVE,VALENTINE,NE,69201,,1,43857,False,PCB,"Party, Candidate or Ballot Question Commitee"
2530,32956,99CAC00656,CAC,Candidate Committee,COMMITTEE TO ELECT ROSIE ZWEIBACK,,,1.0,,,,,1735 SOUTH 87TH STREET,OMAHA,NE,68124,,1,49554,False,PCB,"Party, Candidate or Ballot Question Commitee"
2531,32957,99CAC00657,CAC,Candidate Committee,GAFFNEY FOR LEGISLATION,,,1.0,,,,,313 BROTHERTON AVE,MERNA,NE,68856,,1,49542,False,PCB,"Party, Candidate or Ballot Question Commitee"
2532,32958,99CAC00658,CAC,Candidate Committee,BRUMBAUGH FOR LEGISLATURE,,,,,,,,8712 W DODGE RD,OMAHA,NE,68114,,1,43265,False,PCB,"Party, Candidate or Ballot Question Commitee"
2533,32959,99CAC00659,CAC,Candidate Committee,MAXWELL FOR COUNTY BOARD,,,,,,,,3835 CALIFORNIA STREET,OMAHA,NE,68131,1.0,1,48395,False,PCB,"Party, Candidate or Ballot Question Commitee"
2534,32960,99CAC00660,CAC,Candidate Committee,COMMITTEE TO ELECT MARK GUSTAFSON,,,1.0,,,,,1020 COUNTY ROAD Q,MEAD,NE,68041,,1,49598,False,PCB,"Party, Candidate or Ballot Question Commitee"
2535,32961,99CAC00661,CAC,Candidate Committee,DONLAN FOR COUNTY COMMISSIONER,,,,,,,,9270 PIONEER COURT,LINCOLN,NE,68520,,1,49625,False,PCB,"Party, Candidate or Ballot Question Commitee"
2536,32962,99CAC00662,CAC,Candidate Committee,HOWARD FOR LEGISLATURE,,,1.0,,,,,5512 HOWARD ST.,OMAHA,NE,68106,1.0,1,49540,False,PCB,"Party, Candidate or Ballot Question Commitee"
2537,32963,99CAC00663,CAC,Candidate Committee,FRIENDS FOR ABBIE CORNETT,,,1.0,,,,,504 RIDGEWOOD DRIVE,BELLEVUE,NE,68005,1.0,1,49512,False,PCB,"Party, Candidate or Ballot Question Commitee"
2538,32964,99CAC00664,CAC,Candidate Committee,COMMITTEE TO ELECT RICK GALUSHA,,,1.0,,,,,12005 NORTH 34TH STREET,OMAHA,NE,68112,,1,49634,False,PCB,"Party, Candidate or Ballot Question Commitee"
2539,32965,99CAC00665,CAC,Candidate Committee,KEVIN COOKSLEY FOR LEGISLATURE,,,,,,,,ROUTE 2 BOX 930,ANSLEY,NE,68814,,1,49536,False,PCB,"Party, Candidate or Ballot Question Commitee"
2540,32966,99CAC00666,CAC,Candidate Committee,FRIENDS OF RICH PAHLS,,,1.0,,,,,4746 S. 153RD CT.,OMAHA,NE,68137,1.0,1,49509,False,PCB,"Party, Candidate or Ballot Question Commitee"
